president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Joe Biden,All polls,12/12/2022,11/27/2022,12/3/2022,Morning Consult,B,45000,a,.15659769,.06638985,41,51,40.313655,53.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81788,166119,12/8/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/28/2022,12/4/2022,Morning Consult,B,45000,a,.16043345,.07858636,41,52,40.313655,54.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81789,166120,12/8/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/30/2022,12/2/2022,Big Village,B,1005,a,1.2001111,.62348928,41.2,50.8,41.731929,52.338727,"","",https://s3.amazonaws.com/cdn.big-village.com/big-village/2022/12/Big-Village-Politics-Poll-12.02.22.pdf,81765,165975,12/6/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/29/2022,12/5/2022,Morning Consult,B,45000,a,.16503997,.09160778,42,51,41.313655,53.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81790,166121,12/8/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/30/2022,12/4/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.13951287,.07778508,43,55,43.57915,50.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81757,165963,12/5/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,11/30/2022,12/6/2022,Morning Consult,B,45000,a,1.1944122,.73993467,42,51,41.313655,53.761871,"",T,https://morningconsult.com/form/global-leader-approval/,81791,166122,12/8/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,12/1/2022,12/5/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.42144685,.26275502,44,54,44.57915,49.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81763,165973,12/6/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,12/1/2022,12/5/2022,YouGov,B+,1635,a,1.1515478,.73176254,42,52,42.768467,53.071732,"","",https://news.yahoo.com/poll-de-santis-surges-to-5-point-lead-over-weakened-trump-in-2024-primary-matchup-100022596.html,81768,166126,12/8/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,12/1/2022,12/7/2022,SSRS,C,1208,a,1.0406032,.74440206,46,54,44.900589,52.553222,"","",https://www.cnn.com/2022/12/09/politics/cnn-poll-state-country-economy/index.html,81795,166152,12/9/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,12/2/2022,12/5/2022,Morning Consult,B,1989,rv,.05814262,.03947462,43,54,42.313655,56.761871,"","",https://subscriber.politicopro.com/newsletter/2022/12/who-supports-the-payment-pause-00072673,81770,166003,12/7/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,12/3/2022,12/6/2022,YouGov,B+,1500,a,1.1257423,.8533053,42,51,42.768467,52.071732,"","",https://docs.cdn.yougov.com/dshfq4wqyr/econtoplines.pdf,81769,166001,12/7/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,12/4/2022,12/6/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.24513859,.18393288,46,52,46.57915,47.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81773,166067,12/7/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,12/5/2022,12/5/2022,Redfield & Wilton Strategies,B/C,1500,rv,1.1261837,.85978642,41,45,42.957173,50.9384,"","",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-5-december-2022/,81772,166051,12/7/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,12/5/2022,12/7/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.25289826,.20558227,49,50,49.57915,45.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81784,166115,12/8/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,12/5/2022,12/6/2022,Ipsos,B-,1004,a,.86676588,.70781964,37.84,55.96,37.257959,56.549004,"","",https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,81781,166104,12/7/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,12/6/2022,12/8/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.26133859,.22878993,50,49,50.57915,44.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81799,166175,12/9/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,12/7/2022,12/9/2022,TIPP Insights,A+,1351,a,2.5010833,2.3586998,40,49,40.493644,53.437535,"","",https://www.investors.com/politics/biden-approval-rating-slips-as-gas-prices-fall-but-younger-adults-turn-cool/,81804,166190,12/12/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,12/7/2022,12/11/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.85692079,.85692079,48,50,48.57915,45.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,81805,166191,12/12/2022,10:46:46 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/1/2021,1/31/2021,SurveyMonkey,C,37739,a,1.5655593,0,57,40,55.838284,37.623376,"","",https://www.surveymonkey.com/curiosity/biden-approval-tracker-2022/,80774,162045,9/24/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/19/2021,1/21/2021,Morning Consult,B,15000,a,.28182611,0,50,28,48.579656,30.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74272,139491,1/28/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/20/2021,1/21/2021,YouGov,B+,1516,a,1.2454012,0,45,28,45.211562,28.604947,"","",https://docs.cdn.yougov.com/u3h9dresbn/20210120_yahoo_coronavirus_toplines.pdf,74327,139570,2/2/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/20/2021,1/22/2021,Morning Consult,B,15000,a,.25363115,0,51,28,49.579656,30.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74273,139492,1/28/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/20/2021,1/21/2021,Ipsos,B-,1115,a,1.1013975,0,55.47,31.59,54.20751,31.588983,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-01/2021_reuters_tracking_-_core_political_presidential_approval_tracker_01_22_2021.pdf,74248,139404,1/22/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/21/2021,1/23/2021,Morning Consult,B,15000,a,.23249509,0,52,29,50.579656,31.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74274,139493,1/28/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/22/2021,1/24/2021,Morning Consult,B,15000,a,.21609924,0,53,29,51.579656,31.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74257,139494,1/28/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/21/2021,1/24/2021,Monmouth University,A,809,a,1.5307823,0,54,30,54.712196,29.583058,"","",https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_012721.pdf/,74263,139456,1/27/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/23/2021,1/25/2021,Morning Consult,B,15000,a,.20308255,0,53,30,51.579656,32.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74275,139495,1/28/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/22/2021,1/25/2021,Morning Consult,B,2200,a,.08935632,0,56,32,54.579656,34.155427,"","",https://assets.morningconsult.com/wp-uploads/2021/02/12185419/210184_crosstabs_MC_ENERGY_Adults_v1-1.pdf,74376,139763,2/15/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/24/2021,1/26/2021,YouGov,B+,1500,a,1.077634,0,51,34,51.211562,34.604947,"","",https://docs.cdn.yougov.com/ld46rgtdlz/econTabReport.pdf,74262,139434,1/27/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/24/2021,1/26/2021,Morning Consult,B,15000,a,.19336921,0,53,30,51.579656,32.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74276,139496,1/28/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/24/2021,1/27/2021,Marist College,A,1313,a,2.1893262,0,49,35,49.21906,34.549782,"","",http://maristpoll.marist.edu/wp-content/uploads/2021/02/Marist-Poll_USA-NOS-and-Tables_202101281213-1.pdf#page=3,74320,139558,2/1/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/25/2021,1/26/2021,Morning Consult,B,2200,a,.08161194,0,58,32,56.579656,34.155427,"","",https://assets.morningconsult.com/wp-uploads/2021/02/04174538/210179_crosstabs_MC_SPORTS_PRESUPER_BOWL_Adults_v3.pdf,74346,139653,2/5/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/25/2021,1/27/2021,Morning Consult,B,15000,a,.18548168,0,54,31,52.579656,33.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74277,139497,1/28/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/26/2021,1/28/2021,Morning Consult,B,9211.5,a,.11045405,0,55,31.5,53.579656,33.655427,*,T,https://int.nyt.com/data/documenttools/ben-smith-poll/967c3e3a09403867/full.pdf,74292,139518,2/1/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/21/2021,2/2/2021,Gallup,B+,906,a,1.3147066,0,57,37,56.433306,35.591779,"","",https://news.gallup.com/poll/329348/biden-begins-term-job-approval.aspx,74344,139651,2/4/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/27/2021,1/29/2021,Morning Consult,B,15000,a,.17477802,0,54,32,52.579656,34.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74339,139644,2/4/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/27/2021,1/28/2021,Morning Consult,B,2200,a,.07690233,0,56,33,54.579656,35.155427,"","",https://assets.morningconsult.com/wp-uploads/2021/02/12185159/210193_crosstabs_MC_ENERGY_Adults_v2.pdf,74378,139765,2/15/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/27/2021,1/29/2021,TIPP Insights,A+,1261,a,2.3554725,0,53,29,52.870529,32.940171,"","",https://www.investors.com/politics/joe-biden-job-approval-enjoys-honeymoon-vs-donald-trump-ibd-tipp-poll/,74321,139560,2/1/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/28/2021,1/30/2021,Morning Consult,B,6466.666667,a,.07390469,0,55.333333,33,53.91299,35.155427,*,T,https://assets.morningconsult.com/wp-uploads/2021/02/01222231/2101102_crosstabs_MC_TECH_QANON_Adults_v1.pdf,74323,139563,2/2/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/28/2021,2/1/2021,Quinnipiac University,A-,1075,a,1.5324899,0,49,36,52.176607,35.043067,"","",https://poll.qu.edu/poll-release?releaseid=3766,74334,139617,2/3/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/28/2021,2/1/2021,AP-NORC,"",1055,a,1.4270642,0,61,38,58.200454,36.876959,"","",https://apnorc.org/wp-content/uploads/2021/02/Biden-topline.pdf,74336,139629,2/4/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/29/2021,1/31/2021,Morning Consult,B,15000,a,.16812266,0,54,33,52.579656,35.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74340,139646,2/4/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/30/2021,2/1/2021,Morning Consult,B,15000,a,.16570342,0,54,33,52.579656,35.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74331,139647,2/4/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/29/2021,2/1/2021,Morning Consult,B,2200,a,.0729095,0,57,33,55.579656,35.155427,"","",https://assets.morningconsult.com/wp-uploads/2021/02/03174029/2101105_crosstabs_MC_FINANCE_Adults_v1.pdf,74375,139762,2/15/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/31/2021,2/2/2021,YouGov,B+,1500,a,.9211317,0,47,38,47.211562,38.604947,"","",https://docs.cdn.yougov.com/460mactkmh/econTabReport.pdf,74332,139593,2/3/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,1/31/2021,2/2/2021,Morning Consult,B,15000,a,.16424421,0,54,33,52.579656,35.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74341,139648,2/4/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/1/2021,2/3/2021,Morning Consult,B,15000,a,.16301615,0,54,33,52.579656,35.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74366,139733,2/11/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/2/2021,2/4/2021,Morning Consult,B,15000,a,.16199748,0,54,34,52.579656,36.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74367,139734,2/11/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/2/2021,2/3/2021,Ipsos,B-,1005,a,.80586255,0,57.46,34.28,56.19751,34.278983,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-02/2021_reuters_tracking_-_core_political_presidential_approval_tracker_02_04_2021_0.pdf,74345,139652,2/4/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/2/2021,2/3/2021,Emerson College,A-,1429,a,2.0759934,0,49,39,50.469983,38.1551,"","",https://emersonpolling.reportablenews.com/pr/february-national-poll-america-giving-biden-a-chance-split-on-trump-impeachment,74348,139668,2/5/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/3/2021,2/5/2021,Morning Consult,B,15000,a,.16071568,0,54,34,52.579656,36.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74368,139735,2/11/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/4/2021,2/6/2021,Morning Consult,B,15000,a,.15931462,0,54,34,52.579656,36.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74369,139736,2/11/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/5/2021,2/7/2021,Morning Consult,B,15000,a,.15807317,0,55,33,53.579656,35.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74372,139746,2/11/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/5/2021,2/8/2021,YouGov,B+,2508,a,1.3288424,0,61,39,61.211562,39.604947,"","",https://www.cbsnews.com/news/covid-relief-opinion-poll/,74357,139683,2/9/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/6/2021,2/8/2021,Morning Consult,B,15000,a,.15669532,0,55,33,53.579656,35.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74370,139738,2/11/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/7/2021,2/9/2021,Morning Consult,B,15000,a,.15555205,0,55,33,53.579656,35.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74371,139739,2/11/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/6/2021,2/9/2021,YouGov,B+,1500,a,.79866219,0,50,37,50.211562,37.604947,"","",https://docs.cdn.yougov.com/rqqxdo2ujy/econTabReport.pdf,74360,139697,2/10/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/8/2021,2/10/2021,Morning Consult,B,15000,a,.15424044,0,55,33,53.579656,35.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74389,139832,2/18/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/9/2021,2/10/2021,Ipsos,B-,1001,a,.73235578,0,57.42,35.18,56.15751,35.178983,"","",https://www.ipsos.com/en-us/reutersipsos-core-political-survey-presidential-approval-tracker-02102021,74361,139719,2/10/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/9/2021,2/11/2021,Morning Consult,B,15000,a,.15312145,0,55,33,53.579656,35.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74390,139833,2/18/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/3/2021,2/18/2021,Gallup,B+,1021,a,1.4180286,0,56,40,55.433306,38.591779,"","",https://news.gallup.com/poll/329948/biden-gets-high-marks-covid-response.aspx,74402,139858,2/22/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/10/2021,2/12/2021,Morning Consult,B,15000,a,.15201846,0,55,33,53.579656,35.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74391,139834,2/18/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/7/2021,2/14/2021,Saint Leo University,C/D,1000,a,.80855287,0,60.9,32.3,58.348598,33.434606,"","",https://polls.saintleo.edu/new-saint-leo-polling-survey-shows-six-out-of-10-americans-like-bidens-job-performance-so-far/,74408,139905,2/24/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/11/2021,2/13/2021,Morning Consult,B,15000,a,.15065931,0,55,34,53.579656,36.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74392,139835,2/18/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/12/2021,2/14/2021,Morning Consult,B,15000,a,.14932051,0,54,34,52.579656,36.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74393,139836,2/18/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/11/2021,2/14/2021,Quinnipiac University,A-,1056,a,1.5112685,0,50,38,53.176607,37.043067,"","",https://poll.qu.edu/poll-release?releaseid=3768,74387,139830,2/17/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/12/2021,2/15/2021,Morning Consult,B,3300,a,.09765592,0,56,34.5,54.579656,36.655427,*,"",https://assets.morningconsult.com/wp-uploads/2021/02/24152659/210264_crosstabs_MC_TECH_SPACE_Adults_v1_AUTO.pdf,74415,139933,2/25/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/13/2021,2/15/2021,Morning Consult,B,15000,a,.14796351,0,54,34,52.579656,36.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74394,139837,2/18/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/1/2021,2/28/2021,SurveyMonkey,C,73732,a,1.5637274,0,56,42,54.838284,39.623376,"","",https://www.surveymonkey.com/curiosity/biden-approval-tracker-2022/,80775,162046,9/24/2022,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/14/2021,2/16/2021,Morning Consult,B,15000,a,.14749898,0,54,34,52.579656,36.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74395,139838,2/18/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/13/2021,2/16/2021,YouGov,B+,1500,a,.84436013,0,54,37,54.211562,37.604947,"","",https://docs.cdn.yougov.com/3at75tb28w/econTabReport.pdf,74386,139811,2/17/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/15/2021,2/17/2021,Morning Consult,B,15000,a,.14703974,0,54,35,52.579656,37.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74417,139936,2/25/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/16/2021,2/18/2021,Morning Consult,B,15000,a,.14655003,0,54,35,52.579656,37.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74418,139937,2/25/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/17/2021,2/18/2021,Ipsos,B-,1005,a,.70745931,0,55.5,35.95,54.23751,35.948983,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-02/2021_reuters_tracking_-_core_political_presidential_approval_tracker_02_18_2021.pdf,74396,139839,2/18/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/17/2021,2/19/2021,Morning Consult,B,15000,a,.14505272,0,54,35,52.579656,37.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74419,139938,2/25/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/18/2021,2/20/2021,Morning Consult,B,15000,a,.14338333,0,54,35,52.579656,37.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74420,139939,2/25/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/17/2021,2/20/2021,American Research Group,C+,1100,a,1.0888222,0,58,34,56.760708,34.413148,"","",https://americanresearchgroup.com/economy/,74401,139856,2/22/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/18/2021,2/21/2021,Morning Consult,B,2200,a,.06231844,0,57,33,55.579656,35.155427,"","",https://assets.morningconsult.com/wp-uploads/2021/03/01094158/210283_crosstabs_MC_ENERGY_EFFICIENCY_INFLUENCE_Adults_v1-1-2.pdf,74436,139988,3/2/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/19/2021,2/21/2021,Morning Consult,B,15000,a,.14163281,0,54,35,52.579656,37.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74421,139940,2/25/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/19/2021,2/22/2021,YouGov,B+,1500,a,.83228365,0,51,36,51.211562,36.604947,"","",https://docs.cdn.yougov.com/imdk8zumh5/econTabReport.pdf,74406,139868,2/23/2021,10:46:58 12 Dec 2022
Joe Biden,Adults,12/12/2022,2/20/2021,2/22/2021,Morning Consult,B,15000,a,.1403056,0,54,35,52.579656,37.155427,"",T,https://morningconsult.com/form/global-leader-approval/,74422,139941,2/25/2021,10:46:58 12 Dec 2022
