Year,State,PartyColor,ElectoralVote,Winner
1796,Maryland-2,Democratic-Republican,4,Thomas Jefferson
1796,Massachusetts,Federalist,16,John Adams
1796,New Hampshire,Federalist,6,John Adams
1796,New Jersey,Federalist,7,John Adams
1796,New York,Federalist,12,John Adams
1796,North Carolina,Democratic-Republican,11,Thomas Jefferson
1796,North Carolina-2,Federalist,1,John Adams
1796,Pennsylvania,Democratic-Republican,14,Thomas Jefferson
1796,Pennsylvania-2,Federalist,1,John Adams
1796,Rhode Island,Federalist,4,John Adams
1796,South Carolina,Democratic-Republican,8,Thomas Jefferson
1796,Tennessee,Democratic-Republican,3,Thomas Jefferson
1796,Vermont,Federalist,4,John Adams
1796,Virginia,Democratic-Republican,20,Thomas Jefferson
1796,Virginia-2,Federalist,1,Thomas Jefferson
1796,West Virginia,Vacant State,0,
1796,Maine,Vacant State,0,
1796,Mississippi,Vacant State,0,
1796,Missouri,Vacant State,0,
1796,Florida,Vacant State,0,
1796,Wisconsin,Vacant State,0,
1796,Texas,Vacant State,0,
1796,Iowa,Vacant State,0,
1796,California,Vacant State,0,
1796,Nebraska,Vacant State,0,
1796,Kansas,Vacant State,0,
1796,Minnesota,Vacant State,0,
1796,Oregon,Vacant State,0,
1796,Hawaii,Vacant State,0,
1796,Idaho,Vacant State,0,
1796,Montana,Vacant State,0,
1796,New Mexico,Vacant State,0,
1796,North Dakota,Vacant State,0,
1796,Oklahoma,Vacant State,0,
1796,South Dakota,Vacant State,0,
1796,Utah,Vacant State,0,
1796,Washington,Vacant State,0,
1796,Wyoming,Vacant State,0,
1796,"Washington, D.C.",Vacant State,0,
1796,Alaska,Vacant State,0,
1796,Arizona,Vacant State,0,
1796,Colorado,Vacant State,0,
1796,Nevada,Vacant State,0,
1796,Arkansas,Vacant State,0,
1796,Michigan,Vacant State,0,
1796,Alabama,Vacant State,0,
1796,Illinois,Vacant State,0,
1796,Indiana,Vacant State,0,
1796,Louisiana,Vacant State,0,
1796,Ohio,Vacant State,0,
1792,Connecticut,Independent,9,George Washington
1792,Delaware,Independent,3,George Washington
1792,Georgia,Independent,4,George Washington
1792,Kentucky,Independent,4,George Washington
1792,Maryland,Independent,8,George Washington
1792,Massachusetts,Independent,16,George Washington
1792,New Hampshire,Independent,6,George Washington
1792,New Jersey,Independent,7,George Washington
1792,New York,Independent,12,George Washington
1792,North Carolina,Independent,12,George Washington
1792,Pennsylvania,Independent,15,George Washington
1792,Rhode Island,Independent,4,George Washington
1792,South Carolina,Independent,8,George Washington
1792,Vermont,Independent,3,George Washington
1792,Virginia,Independent,21,George Washington
1792,West Virginia,Independent,0,
1792,Maine,Vacant State,0,
1792,Mississippi,Vacant State,0,
1792,Missouri,Vacant State,0,
1792,Florida,Vacant State,0,
1792,Wisconsin,Vacant State,0,
1792,Texas,Vacant State,0,
1792,Iowa,Vacant State,0,
1792,California,Vacant State,0,
1792,Nebraska,Vacant State,0,
1792,Kansas,Vacant State,0,
1792,Minnesota,Vacant State,0,
1792,Oregon,Vacant State,0,
1792,Hawaii,Vacant State,0,
1792,Idaho,Vacant State,0,
1792,Montana,Vacant State,0,
1792,New Mexico,Vacant State,0,
1792,North Dakota,Vacant State,0,
1792,Oklahoma,Vacant State,0,
1792,South Dakota,Vacant State,0,
1792,Utah,Vacant State,0,
1792,Washington,Vacant State,0,
1792,Wyoming,Vacant State,0,
1792,"Washington, D.C.",Vacant State,0,
1792,Alaska,Vacant State,0,
1792,Arizona,Vacant State,0,
1792,Colorado,Vacant State,0,
1792,Nevada,Vacant State,0,
1792,Arkansas,Vacant State,0,
1792,Michigan,Vacant State,0,
1792,Alabama,Vacant State,0,
1792,Illinois,Vacant State,0,
1792,Indiana,Vacant State,0,
1792,Louisiana,Vacant State,0,
1792,Ohio,Vacant State,0,
1792,Tennessee,Vacant State,0,
1788,Connecticut,Independent,7,George Washington
1788,Delaware,Independent,3,George Washington
1788,Georgia,Independent,5,George Washington
1788,Maryland,Independent,6,George Washington
1788,Massachusetts,Independent,10,George Washington
1788,New Hampshire,Independent,5,George Washington
1788,New Jersey,Independent,6,George Washington
1788,New York,Neutral,0,
1788,North Carolina,Neutral,0,
1788,Pennsylvania,Independent,10,George Washington
1788,Rhode Island,Neutral,0,
1788,South Carolina,Independent,7,George Washington
1788,Virginia,Independent,10,George Washington
1788,West Virginia,Independent,0,
1788,Maine,Vacant State,0,
1788,Mississippi,Vacant State,0,
1788,Missouri,Vacant State,0,
1788,Florida,Vacant State,0,
1788,Wisconsin,Vacant State,0,
1788,Texas,Vacant State,0,
1788,Iowa,Vacant State,0,
1788,California,Vacant State,0,
1788,Nebraska,Vacant State,0,
1788,Kansas,Vacant State,0,
1788,Minnesota,Vacant State,0,
1788,Oregon,Vacant State,0,
1788,Hawaii,Vacant State,0,
1788,Idaho,Vacant State,0,
1788,Montana,Vacant State,0,
1788,New Mexico,Vacant State,0,
1788,North Dakota,Vacant State,0,
1788,Oklahoma,Vacant State,0,
1788,South Dakota,Vacant State,0,
1788,Utah,Vacant State,0,
1788,Washington,Vacant State,0,
1788,Wyoming,Vacant State,0,
1788,"Washington, D.C.",Vacant State,0,
1788,Alaska,Vacant State,0,
1788,Arizona,Vacant State,0,
1788,Colorado,Vacant State,0,
1788,Nevada,Vacant State,0,
1788,Arkansas,Vacant State,0,
1788,Michigan,Vacant State,0,
1788,Alabama,Vacant State,0,
1788,Illinois,Vacant State,0,
1788,Indiana,Vacant State,0,
1788,Kentucky,Vacant State,0,
1788,Louisiana,Vacant State,0,
1788,Ohio,Vacant State,0,
1788,Tennessee,Vacant State,0,
1788,Vermont,Vacant State,0,
